class,filename,mean_intensity,std_intensity,min_intensity,max_intensity,median_intensity,percent_nonzero
pituitary,brisc2025_train_04437_pi_co_t1.jpg,48.52882,38.08378,0.0,255.0,50.0,91.53213500976562
pituitary,brisc2025_test_00766_pi_ax_t1.jpg,44.107437,38.634865,0.0,255.0,48.0,89.09912109375
pituitary,brisc2025_test_00913_pi_co_t1.jpg,48.25323,41.211918,0.0,255.0,50.0,91.48292541503906
pituitary,brisc2025_train_04515_pi_sa_t1.jpg,47.445827,38.282463,0.0,249.0,47.0,98.86627197265625
pituitary,brisc2025_train_04228_pi_co_t1.jpg,46.526012,38.76585,0.0,255.0,44.0,91.53175354003906
pituitary,brisc2025_train_04434_pi_co_t1.jpg,51.703354,44.429745,0.0,255.0,51.0,98.25668334960938
pituitary,brisc2025_train_04592_pi_sa_t1.jpg,56.73564,40.309128,0.0,255.0,59.0,98.468017578125
pituitary,brisc2025_train_04345_pi_co_t1.jpg,51.771793,42.92693,0.0,255.0,56.0,91.11442565917969
pituitary,brisc2025_train_04589_pi_sa_t1.jpg,53.044716,43.973164,0.0,255.0,57.0,98.08197021484375
pituitary,brisc2025_test_00897_pi_co_t1.jpg,50.35485,44.38161,0.0,255.0,50.0,91.57333374023438
pituitary,brisc2025_train_03966_pi_ax_t1.jpg,43.119564,46.023605,0.0,255.0,22.0,91.28684997558594
pituitary,brisc2025_train_04619_pi_sa_t1.jpg,48.8824,41.564854,0.0,255.0,52.0,98.93684387207031
pituitary,brisc2025_train_04186_pi_co_t1.jpg,54.0375,49.75577,0.0,255.0,55.0,91.36886596679688
pituitary,brisc2025_train_04840_pi_sa_t1.jpg,55.104553,38.873394,0.0,255.0,59.0,98.7091064453125
pituitary,brisc2025_train_04993_pi_sa_t1.jpg,56.324703,40.10442,0.0,254.0,58.0,98.39210510253906
pituitary,brisc2025_train_03682_pi_ax_t1.jpg,42.615055,39.785954,0.0,255.0,37.0,91.61300659179688
pituitary,brisc2025_train_04727_pi_sa_t1.jpg,44.123234,32.923466,0.0,255.0,44.0,98.71559143066406
pituitary,brisc2025_train_04452_pi_co_t1.jpg,49.966396,40.21915,0.0,254.0,51.0,98.41880798339844
pituitary,brisc2025_train_04610_pi_sa_t1.jpg,66.94488,53.523052,0.0,255.0,71.0,98.26622009277344
pituitary,brisc2025_train_03726_pi_ax_t1.jpg,35.889057,38.945084,0.0,252.0,23.0,72.80960083007812
pituitary,brisc2025_test_00724_pi_ax_t1.jpg,39.350956,44.30596,0.0,255.0,14.0,73.11210632324219
pituitary,brisc2025_test_00911_pi_co_t1.jpg,58.07895,41.087048,0.0,246.0,67.0,98.04840087890625
pituitary,brisc2025_train_03832_pi_ax_t1.jpg,51.453224,37.9141,0.0,255.0,60.0,91.51573181152344
pituitary,brisc2025_train_03723_pi_ax_t1.jpg,44.130226,49.596294,0.0,255.0,17.0,72.60971069335938
pituitary,brisc2025_train_04465_pi_co_t1.jpg,49.41266,36.798656,0.0,249.0,56.0,97.7386474609375
pituitary,brisc2025_test_00948_pi_sa_t1.jpg,50.21314,38.468964,0.0,255.0,54.0,98.56529235839844
pituitary,brisc2025_train_04082_pi_co_t1.jpg,54.172817,43.676205,0.0,255.0,55.0,91.64657592773438
pituitary,brisc2025_train_04506_pi_sa_t1.jpg,51.88136,34.50409,0.0,255.0,56.0,98.83460998535156
pituitary,brisc2025_train_04920_pi_sa_t1.jpg,51.399868,34.48045,0.0,255.0,56.0,98.70948791503906
pituitary,brisc2025_train_03949_pi_ax_t1.jpg,37.816338,44.559628,0.0,254.0,5.0,71.83189392089844
pituitary,brisc2025_train_03864_pi_ax_t1.jpg,35.910645,44.326603,0.0,255.0,5.0,72.46932983398438
pituitary,brisc2025_test_00990_pi_sa_t1.jpg,36.59894,27.590286,0.0,254.0,36.0,98.67362976074219
pituitary,brisc2025_train_04697_pi_sa_t1.jpg,59.363876,36.60491,0.0,249.0,64.0,97.50823974609375
pituitary,brisc2025_train_03609_pi_ax_t1.jpg,25.80083,30.21989,0.0,255.0,4.0,76.11770629882812
pituitary,brisc2025_train_03863_pi_ax_t1.jpg,49.52677,46.257915,0.0,253.0,50.0,91.24069213867188
pituitary,brisc2025_test_00810_pi_ax_t1.jpg,47.030373,49.98676,0.0,255.0,33.0,72.59521484375
pituitary,brisc2025_train_04297_pi_co_t1.jpg,45.830475,34.39407,0.0,255.0,48.0,98.16360473632812
pituitary,brisc2025_train_04147_pi_co_t1.jpg,49.82402,35.4717,0.0,255.0,55.0,92.29202270507812
pituitary,brisc2025_train_04942_pi_sa_t1.jpg,62.402794,39.00402,0.0,253.0,68.0,98.30856323242188
pituitary,brisc2025_train_03998_pi_co_t1.jpg,48.72466,43.375065,0.0,254.0,50.0,91.43867492675781
pituitary,brisc2025_train_04777_pi_sa_t1.jpg,57.83721,43.625504,0.0,255.0,64.0,97.38731384277344
pituitary,brisc2025_train_04699_pi_sa_t1.jpg,60.034225,43.06628,0.0,255.0,68.0,98.22883605957031
pituitary,brisc2025_train_03938_pi_ax_t1.jpg,42.17499,39.73202,0.0,254.0,36.0,91.34941101074219
pituitary,brisc2025_train_03771_pi_ax_t1.jpg,38.829426,33.587025,0.0,255.0,41.0,91.31431579589844
pituitary,brisc2025_train_04779_pi_sa_t1.jpg,53.715187,40.582798,0.0,253.0,61.0,97.320556640625
pituitary,brisc2025_train_04876_pi_sa_t1.jpg,41.913467,31.134802,0.0,255.0,42.0,98.67019653320312
pituitary,brisc2025_train_03778_pi_ax_t1.jpg,42.776875,48.826088,0.0,255.0,14.0,72.1435546875
pituitary,brisc2025_train_04158_pi_co_t1.jpg,48.15034,36.98265,0.0,254.0,50.0,98.67172241210938
pituitary,brisc2025_train_04620_pi_sa_t1.jpg,49.90324,42.6264,0.0,255.0,54.0,98.91281127929688
pituitary,brisc2025_train_04238_pi_co_t1.jpg,48.438705,42.168957,0.0,255.0,50.0,91.790771484375
pituitary,brisc2025_train_04542_pi_sa_t1.jpg,57.417946,41.35501,0.0,254.0,62.0,98.09989929199219
pituitary,brisc2025_train_03677_pi_ax_t1.jpg,32.691967,38.8358,0.0,255.0,8.0,72.60360717773438
pituitary,brisc2025_train_04989_pi_sa_t1.jpg,56.37415,46.18286,0.0,255.0,61.0,97.64785766601562
pituitary,brisc2025_train_04904_pi_sa_t1.jpg,48.25549,38.674202,0.0,252.0,49.0,98.79684448242188
pituitary,brisc2025_train_04570_pi_sa_t1.jpg,61.72379,46.532253,0.0,254.0,70.0,98.06060791015625
pituitary,brisc2025_train_04495_pi_sa_t1.jpg,53.98806,42.38402,0.0,255.0,60.0,98.07701110839844
pituitary,brisc2025_train_04176_pi_co_t1.jpg,53.698257,43.66601,0.0,255.0,57.0,98.651123046875
pituitary,brisc2025_train_04182_pi_co_t1.jpg,50.375126,44.028763,0.0,255.0,47.0,98.6114501953125
pituitary,brisc2025_train_03843_pi_ax_t1.jpg,35.534855,40.74039,0.0,255.0,6.0,76.24626159667969
pituitary,brisc2025_train_03618_pi_ax_t1.jpg,43.11034,49.628433,0.0,254.0,12.0,73.20556640625
no_tumor,brisc2025_test_00662_no_sa_t1.jpg,30.57034,43.925762,0.0,247.0,2.0,56.74312027673122
no_tumor,brisc2025_train_02597_no_ax_t1.jpg,49.62656,56.354893,0.0,254.0,14.0,99.84054565429688
no_tumor,brisc2025_train_03420_no_sa_t1.jpg,40.16807,51.783257,0.0,247.0,2.0,55.97417762795514
no_tumor,brisc2025_test_00670_no_sa_t1.jpg,36.451164,35.517414,0.0,249.0,31.0,71.16428345855275
no_tumor,brisc2025_train_02986_no_co_t1.jpg,61.980602,49.908394,0.0,254.0,74.0,89.9365151058918
no_tumor,brisc2025_train_03073_no_co_t1.jpg,50.698696,44.953346,0.0,234.0,61.0,75.2270902338653
no_tumor,brisc2025_train_02669_no_ax_t1.jpg,60.478737,50.14675,0.0,255.0,57.0,99.33967590332031
no_tumor,brisc2025_test_00610_no_ax_t1.jpg,56.61941,51.264595,0.0,251.0,56.0,98.93913269042969
no_tumor,brisc2025_train_02798_no_ax_t1.jpg,65.77327,76.32304,0.0,255.0,8.0,71.22917175292969
no_tumor,brisc2025_train_03258_no_sa_t1.jpg,55.048744,51.118614,0.0,249.0,51.0,74.2554769721139
no_tumor,brisc2025_train_02790_no_ax_t1.jpg,40.71187,59.62261,0.0,255.0,0.0,39.684295654296875
no_tumor,brisc2025_train_02895_no_co_t1.jpg,31.599304,46.932632,0.0,243.0,2.0,62.87513801063936
no_tumor,brisc2025_train_02492_no_ax_t1.jpg,33.37381,42.946354,0.0,241.0,5.0,66.76703804075078
no_tumor,brisc2025_train_02760_no_ax_t1.jpg,41.229565,41.368336,0.0,255.0,12.0,99.99885559082031
no_tumor,brisc2025_train_03377_no_sa_t1.jpg,36.88637,42.06286,0.0,246.0,14.0,62.01555511490074
no_tumor,brisc2025_test_00639_no_co_t1.jpg,51.11514,50.053154,0.0,230.0,44.0,75.37639265281541
no_tumor,brisc2025_train_03478_no_sa_t1.jpg,48.71334,49.820972,0.0,255.0,45.0,95.25741825378664
no_tumor,brisc2025_train_02545_no_ax_t1.jpg,75.46725,79.10262,0.0,255.0,85.0,62.68463134765625
no_tumor,brisc2025_train_02629_no_ax_t1.jpg,61.950905,66.79393,0.0,249.0,20.0,98.11477661132812
no_tumor,brisc2025_train_03307_no_sa_t1.jpg,54.59495,45.6602,0.0,243.0,57.0,80.27702499247215
no_tumor,brisc2025_test_00689_no_sa_t1.jpg,56.36257,49.417603,0.0,244.0,60.0,77.97313474489759
no_tumor,brisc2025_train_03276_no_sa_t1.jpg,64.659,56.51826,0.0,248.0,69.0,78.3924912419856
no_tumor,brisc2025_train_03525_no_sa_t1.jpg,44.52746,56.597107,0.0,255.0,29.0,60.596466064453125
no_tumor,brisc2025_train_03308_no_sa_t1.jpg,51.85825,46.133152,0.0,255.0,50.0,74.526479682141
no_tumor,brisc2025_train_03072_no_co_t1.jpg,63.012573,68.04587,0.0,251.0,33.0,71.37157482685939
no_tumor,brisc2025_train_03399_no_sa_t1.jpg,53.48278,55.462906,0.0,246.0,42.0,66.05415647652411
no_tumor,brisc2025_train_02511_no_ax_t1.jpg,56.515057,61.73054,0.0,253.0,17.0,62.72583559168925
no_tumor,brisc2025_train_03274_no_sa_t1.jpg,57.46361,53.862606,0.0,242.0,56.0,72.49212329521669
no_tumor,brisc2025_train_02919_no_co_t1.jpg,41.968056,54.59927,0.0,248.0,4.0,58.41864900130482
no_tumor,brisc2025_train_03347_no_sa_t1.jpg,66.37625,54.991055,0.0,249.0,77.0,77.65659770418843
no_tumor,brisc2025_train_03008_no_co_t1.jpg,59.097775,46.767445,0.0,245.0,66.0,92.49849442938873
no_tumor,brisc2025_train_03037_no_co_t1.jpg,55.321815,44.662056,0.0,243.0,59.0,85.75981130181673
no_tumor,brisc2025_train_03412_no_sa_t1.jpg,41.430653,45.904198,0.0,233.0,12.0,57.437886031976845
no_tumor,brisc2025_train_03536_no_sa_t1.jpg,43.45339,50.057888,0.0,255.0,26.0,84.65766906738281
no_tumor,brisc2025_train_03015_no_co_t1.jpg,64.34879,47.6768,0.0,231.0,73.0,89.87127371273714
no_tumor,brisc2025_train_03535_no_sa_t1.jpg,57.67845,55.654736,0.0,255.0,42.0,96.95167541503906
no_tumor,brisc2025_train_02708_no_ax_t1.jpg,61.77825,48.448307,0.0,255.0,39.0,99.99008178710938
no_tumor,brisc2025_test_00605_no_ax_t1.jpg,72.12833,77.46147,0.0,255.0,77.0,61.50398254394531
no_tumor,brisc2025_train_02779_no_ax_t1.jpg,57.009533,60.527817,1.0,255.0,19.0,100.0
no_tumor,brisc2025_train_02915_no_co_t1.jpg,42.44419,49.577682,0.0,248.0,14.0,68.46709061150017
no_tumor,brisc2025_train_02607_no_ax_t1.jpg,47.415855,48.44844,1.0,249.0,14.0,100.0
no_tumor,brisc2025_train_02815_no_ax_t1.jpg,46.48661,52.385963,0.0,255.0,8.0,99.36904907226562
no_tumor,brisc2025_train_03336_no_sa_t1.jpg,53.189686,44.874195,0.0,249.0,53.0,77.95991510050601
no_tumor,brisc2025_train_02495_no_ax_t1.jpg,40.32189,47.250614,0.0,255.0,11.0,66.28525544514704
no_tumor,brisc2025_train_03440_no_sa_t1.jpg,35.20121,50.538708,0.0,249.0,1.0,51.82688141244556
no_tumor,brisc2025_test_00637_no_co_t1.jpg,65.079666,51.42683,0.0,243.0,74.0,84.78244504667269
no_tumor,brisc2025_train_02731_no_ax_t1.jpg,51.073536,68.109215,0.0,255.0,0.0,48.92311096191406
no_tumor,brisc2025_test_00631_no_co_t1.jpg,55.007313,48.909054,0.0,243.0,62.0,78.7476161798655
no_tumor,brisc2025_train_02801_no_ax_t1.jpg,62.738354,58.91799,0.0,253.0,28.0,99.95193481445312
no_tumor,brisc2025_train_02681_no_ax_t1.jpg,34.20924,51.72891,0.0,255.0,1.0,98.13804626464844
no_tumor,brisc2025_train_02505_no_ax_t1.jpg,61.814903,64.27416,0.0,244.0,31.0,67.82846532169026
no_tumor,brisc2025_train_02909_no_co_t1.jpg,28.722548,39.747078,0.0,244.0,3.0,61.1914082103784
no_tumor,brisc2025_train_02623_no_ax_t1.jpg,43.40784,38.41844,0.0,255.0,37.0,80.1849365234375
no_tumor,brisc2025_train_03226_no_sa_t1.jpg,51.174248,51.82815,0.0,255.0,44.0,66.99201680363687
no_tumor,brisc2025_train_02866_no_co_t1.jpg,41.66307,37.475525,0.0,245.0,30.0,95.13664245605469
no_tumor,brisc2025_train_02772_no_ax_t1.jpg,56.924683,75.0437,0.0,251.0,0.0,48.51837158203125
no_tumor,brisc2025_test_00584_no_ax_t1.jpg,27.561314,50.211456,0.0,249.0,1.0,55.48404095152063
no_tumor,brisc2025_train_02860_no_co_t1.jpg,60.116943,44.811203,0.0,249.0,58.0,98.0316162109375
no_tumor,brisc2025_train_02859_no_co_t1.jpg,82.59257,65.41852,0.0,255.0,72.0,99.99961853027344
no_tumor,brisc2025_test_00684_no_sa_t1.jpg,60.19751,53.667873,0.0,252.0,56.0,78.73913969491998
no_tumor,brisc2025_test_00604_no_ax_t1.jpg,31.418606,55.430355,0.0,255.0,1.0,98.88877868652344
no_tumor,brisc2025_test_00619_no_co_t1.jpg,35.702724,46.37117,0.0,255.0,4.0,61.098564689350596
no_tumor,brisc2025_train_02568_no_ax_t1.jpg,74.94145,84.64203,0.0,255.0,56.0,59.4024658203125
no_tumor,brisc2025_train_03064_no_co_t1.jpg,60.02729,52.873,0.0,255.0,68.0,82.47032737707056
no_tumor,brisc2025_train_02954_no_co_t1.jpg,58.136494,50.755943,0.0,242.0,60.0,82.0485797450567
no_tumor,brisc2025_train_02888_no_co_t1.jpg,35.692738,55.88516,0.0,251.0,1.0,53.26206965773361
no_tumor,brisc2025_train_02834_no_co_t1.jpg,47.252583,46.906193,0.0,255.0,42.0,97.47581481933594
no_tumor,brisc2025_train_03340_no_sa_t1.jpg,55.84624,51.98037,0.0,255.0,56.0,71.99418335646772
no_tumor,brisc2025_train_02570_no_ax_t1.jpg,80.1127,77.31814,0.0,255.0,87.0,75.88424682617188
no_tumor,brisc2025_train_03074_no_co_t1.jpg,48.815887,45.39814,0.0,250.0,47.0,82.38998580461995
no_tumor,brisc2025_train_02555_no_ax_t1.jpg,61.612072,68.0588,0.0,251.0,18.0,97.96371459960938
no_tumor,brisc2025_train_02670_no_ax_t1.jpg,87.74669,78.694084,0.0,255.0,97.0,72.35794067382812
no_tumor,brisc2025_test_00674_no_sa_t1.jpg,46.922012,42.822105,0.0,249.0,43.0,74.51766658587995
no_tumor,brisc2025_train_03490_no_sa_t1.jpg,35.17867,36.746113,0.0,253.0,31.0,80.33012921525369
no_tumor,brisc2025_train_03151_no_sa_t1.jpg,43.922497,50.957977,0.0,250.0,9.0,63.18255594480065
no_tumor,brisc2025_test_00612_no_ax_t1.jpg,43.200462,60.554688,0.0,255.0,0.0,42.067718505859375
no_tumor,brisc2025_train_02816_no_ax_t1.jpg,34.696865,38.129814,0.0,246.0,28.0,66.40167236328125
no_tumor,brisc2025_train_02689_no_ax_t1.jpg,42.570797,55.254025,0.0,255.0,2.0,75.39291381835938
no_tumor,brisc2025_train_02747_no_ax_t1.jpg,46.002937,49.77662,0.0,253.0,13.0,89.90325927734375
no_tumor,brisc2025_train_02584_no_ax_t1.jpg,43.351337,52.567104,0.0,255.0,6.0,56.607818603515625
no_tumor,brisc2025_train_03093_no_co_t1.jpg,46.77912,52.01603,0.0,244.0,16.0,60.718408110007026
no_tumor,brisc2025_train_02761_no_ax_t1.jpg,61.04213,43.252674,0.0,255.0,70.0,99.99198913574219
no_tumor,brisc2025_train_02757_no_ax_t1.jpg,63.951614,49.4887,0.0,252.0,74.0,91.74690246582031
no_tumor,brisc2025_train_02717_no_ax_t1.jpg,87.20473,78.879745,0.0,255.0,96.0,72.47962951660156
no_tumor,brisc2025_test_00615_no_co_t1.jpg,31.336784,46.80714,0.0,255.0,1.0,54.74505670982636
no_tumor,brisc2025_train_03043_no_co_t1.jpg,50.90426,45.98355,0.0,254.0,54.0,78.40133493927532
no_tumor,brisc2025_train_03060_no_co_t1.jpg,55.972775,46.186832,0.0,245.0,66.0,85.22031516611463
no_tumor,brisc2025_train_03212_no_sa_t1.jpg,39.81671,41.687435,0.0,245.0,28.0,65.82428154904856
no_tumor,brisc2025_test_00617_no_co_t1.jpg,42.015446,50.888496,0.0,247.0,8.0,66.56629529258255
no_tumor,brisc2025_test_00647_no_co_t1.jpg,58.050625,52.26646,0.0,255.0,62.0,81.12014453477869
no_tumor,brisc2025_train_02989_no_co_t1.jpg,48.202034,50.834656,0.0,247.0,27.0,73.26608451269698
no_tumor,brisc2025_train_03169_no_sa_t1.jpg,31.900007,43.975002,0.0,254.0,1.0,53.78485763177415
no_tumor,brisc2025_train_02695_no_ax_t1.jpg,38.293804,46.715553,0.0,255.0,4.0,69.16770935058594
no_tumor,brisc2025_train_03506_no_sa_t1.jpg,60.239803,62.862164,0.0,255.0,47.0,73.83537292480469
no_tumor,brisc2025_train_02521_no_ax_t1.jpg,52.864235,58.79448,0.0,255.0,17.0,65.59771153267087
no_tumor,brisc2025_train_03181_no_sa_t1.jpg,36.147934,49.20141,0.0,246.0,1.0,53.50063527735548
no_tumor,brisc2025_train_02611_no_ax_t1.jpg,85.352196,73.76729,0.0,250.0,82.0,72.22480773925781
no_tumor,brisc2025_train_02626_no_ax_t1.jpg,48.20831,62.10288,0.0,255.0,0.0,46.75865173339844
no_tumor,brisc2025_train_02577_no_ax_t1.jpg,45.702168,49.2186,0.0,255.0,31.0,99.66354370117188
no_tumor,brisc2025_train_02885_no_co_t1.jpg,17.269535,37.80482,0.0,252.0,0.0,41.55374887082204
